15006	1926346	5609157	1
16300	1924837	5610616	2
2801	1920544	5610382	1
3737	1924484	5606576	1
10371	1922468	5609566	1
15005	1920278	5609194	1
16360	1924830	5610618	1
16361	1924830	5610619	1
15794	1924710.112	5619382.994	2
15884	1924708.111	5619380.991	1
15795	1923397.876	5613908.478	1
15796	1923397.876	5613906.476	2

