B16300	1924837.288	5610615.977	1
B16360	1924830.281	5610617.976	2
B16361	1924830.28	5610618.977	2
FID40	1923379	5616541	1
FID41	1923763	5617172	1
FID42	1924292	5619720	1
FID43	1923524	5615164	1
FID44	1924985	5618328	1
FID45	1923245	5618285	1
FID46	1924881	5617873	1
FID47	1923481	5613609	1
FID48	1923740	5616348	1
FID49	1923156	5618379	1
FID50	1918475	5604778	1
FID51	1935040	5617773	1
FID52	1935281	5616577	1
FID53	1936745	5616536	1
FID54	1936425	5618193	1
FID55	1936740	5616353	1
FID56	1936681	5617545	1
FID57	1936671	5617179	1
FID58	1935934	5617016	1
FID59	1936963	5614516	1
FID60	1936048	5611246	1
FID61	1937065	5611583	1
FID62	1937865	5610737	1
FID63	1936068	5611977	1
FID64	1936500	5611050	1
FID65	1936767	5610768	1
FID66	1936722	5612417	1
FID67	1936442	5612242	1
FID68	1937524	5611662	1
FID69	1937509	5611113	1
FID70	1935842	5610427	1
FID71	1936203	5610234	1
FID72	1936172	5609136	1
FID73	1936175	5609228	1
FID74	1937565	5609830	1
FID75	1936650	5609856	1
FID76	1937547	5609190	1
FID77	1937298	5610112	1
FID78	1935956	5607952	1
FID79	1936340	5608582	1
FID80	1937776	5607535	1
FID81	1936906	5605912	1
FID82	1936729	5606100	1
FID83	1937361	5605808	1
FID84	1937890	5608356	1
FID85	1936515	5608303	1
FID86	1937760	5606987	1
FID87	1937377	5606356	1
FID88	1939168	5608229	1
FID89	1938413	5607426	1
FID90	1939237	5607403	1
FID91	1938447	5608615	1
FID92	1933006	5603915	1
FID93	1933301	5604639	1
FID94	1933280	5603907	1
FID95	1936012	5603373	1
FID96	1934759	5604415	1
FID97	1934124	5604616	1
FID98	1935844	5603927	1
FID99	1934988	5602761	1
FID100	1935018	5603859	1
FID101	1933621	5602982	1
FID102	1935135	5604771	1
FID103	1932599	5605757	1
FID104	1933540	5606646	1
FID105	1933039	5605104	1
FID106	1933588	5605089	1
FID107	1934533	5606161	1
FID108	1933075	5606385	1
FID109	1935194	5606875	1
FID110	1934737	5606888	1
FID111	1933697	5605727	1
FID112	1934238	5605437	1
FID113	1935079	5606054	1
FID114	1931014	5607999	1
FID115	1931187	5607628	1
FID116	1931550	5607526	1
FID117	1931848	5608341	1
FID118	1932109	5607876	1
FID119	1932836	5607673	1
FID120	1932404	5608601	1
FID121	1933220	5608303	1
FID122	1933172	5609861	1
FID123	1934269	5609830	1
FID124	1934597	5608448	1
FID125	1935006	5609993	1
FID126	1934244	5608916	1
FID127	1934686	5608354	1
FID128	1931627	5610270	1
FID129	1930765	5612217	1
FID130	1932376	5610890	1
FID131	1933703	5612501	1
FID132	1932547	5610428	1
FID133	1932399	5611713	1
FID134	1933116	5611144	1
FID135	1931665	5611642	1
FID136	1931795	5613012	1
FID137	1932051	5612364	1
FID138	1932526	5612991	1
FID139	1931505	5612471	1
FID140	1930161	5613515	1
FID141	1929617	5613713	1
FID142	1931469	5614486	1
FID143	1931543	5613843	1
FID144	1930715	5613683	1
FID145	1930377	5614699	1
FID146	1932331	5615835	1
FID147	1931604	5616038	1
FID148	1930415	5616071	1
FID149	1932407	5615283	1
FID150	1932974	5615908	1
FID151	1931609	5616221	1
FID153	1932979	5616091	1
FID154	1931241	5616140	1
FID155	1932173	5616755	1
FID156	1933081	5616455	1
FID157	1933421	5615530	1
FID158	1931317	5615588	1
FID159	1933939	5614417	1
FID160	1935746	5613543	1
FID161	1933286	5613977	1
FID162	1934371	5613489	1
FID163	1932575	5614729	1
FID164	1934747	5613845	1
FID165	1935314	5614470	1
FID166	1935121	5614109	1
FID167	1933965	5615332	1
FID168	1934079	5616152	1
FID169	1934260	5616056	1
FID170	1934892	5615763	1
FID171	1934542	5616323	1
FID172	1933932	5617438	1
FID173	1933386	5617545	1
FID174	1932008	5617400	1
FID177	1932303	5618124	1
FID178	1932107	5617672	1
FID179	1932661	5617840	1
FID182	1931538	5616955	1
FID183	1931606	5606243	1
FID184	1931855	5605320	1
FID185	1931415	5605973	1
FID186	1932025	5604858	1
FID187	1925682	5600641	1
FID188	1927431	5600958	1
FID189	1926196	5602640	1
FID190	1925284	5602757	1
FID191	1926686	5603817	1
FID192	1926589	5600341	1
FID193	1926996	5601794	1
FID194	1927505	5603611	1
FID195	1928780	5603392	1
FID196	1927110	5599319	1
FID197	1927256	5604533	1
FID198	1927415	5600409	1
FID199	1928772	5599822	1
FID200	1927200	5602521	1
FID201	1926714	5601527	1
FID202	1927184	5601972	1
FID203	1928200	5599014	1
FID204	1929385	5602094	1
FID205	1928386	5602396	1
FID206	1926175	5598613	1
FID207	1928302	5599377	1
FID208	1929044	5603018	1
FID209	1929042	5602927	1
FID210	1928516	5603766	1
FID211	1929872	5599883	1
FID212	1929692	5603275	1
FID213	1928015	5598928	1
FID214	1930294	5601885	1
FID215	1928877	5603572	1
FID216	1930416	5602980	1
FID217	1930185	5601247	1
FID218	1930078	5600701	1
FID219	1925629	5598720	1
FID220	1931623	5603587	1
FID221	1931115	5601771	1
FID222	1931737	5601112	1
FID223	1931412	5602586	1
FID224	1931181	5600853	1
FID225	1932515	5602739	1
FID226	1932233	5602472	1
FID227	1929046	5599814	1
FID228	1927362	5598488	1
FID229	1928460	5601753	1
FID230	1920371	5610400	1
FID231	1921016	5610566	1
FID232	1920246	5609214	1
FID233	1920808	5609656	1
FID234	1922108	5610352	1
FID235	1921542	5609727	1
FID236	1921732	5609996	1
FID237	1921910	5609808	1
FID240	1922182	5609709	1
FID241	1922274	5609707	1
FID244	1922919	5609872	1
FID245	1922162	5608977	1
FID246	1922911	5609597	1
FID247	1921768	5607981	1
FID248	1922914	5609689	1
FID249	1922515	5608510	1
FID250	1922906	5609414	1
FID251	1922805	5609051	1
FID252	1922797	5608777	1
FID253	1923170	5609041	1
FID254	1922878	5608408	1
FID255	1922393	5607415	1
FID256	1923173	5609132	1
FID257	1923310	5607481	1
FID258	1923046	5607854	1
FID259	1923452	5609308	1
FID260	1923575	5610403	1
FID261	1922652	5606858	1
FID262	1923641	5609486	1
FID263	1923333	5608304	1
FID264	1923735	5609574	1
FID265	1921991	5606144	1
FID266	1923735	5609574	1
FID267	1922355	5606043	1
FID268	1923806	5608840	1
FID269	1923396	5607295	1
FID270	1923203	5606935	1
FID271	1923790	5608291	1
FID272	1923084	5605931	1
FID273	1923346	5608761	1
FID274	1924357	5608916	1
FID275	1923851	5607191	1
FID276	1925533	5608426	1
FID277	1924482	5610103	1
FID278	1924268	5609010	1
FID279	1924227	5607547	1
FID280	1924812	5608812	1
FID281	1924692	5607808	1
FID282	1925071	5608256	1
FID283	1925681	5610436	1
FID284	1923129	5604282	1
FID285	1926024	5609602	1
FID286	1924072	5605263	1
FID287	1925706	5604759	1
FID288	1925282	5605961	1
FID289	1924281	5609468	1
FID290	1923735	5609574	1
FID291	1923028	5603919	1
FID292	1927670	5606261	1
FID293	1926352	5608220	1
FID294	1927195	5605633	1
FID295	1926392	5606388	1
FID296	1927370	5608649	1
FID297	1926260	5608223	1
FID298	1928298	5609081	1
FID299	1926288	5609229	1
FID300	1926649	5609036	1
FID301	1927848	5606073	1
FID302	1926689	5607204	1
FID303	1927042	5606736	1
FID304	1927101	5605544	1
FID305	1927622	5607818	1
FID306	1928643	5608339	1
FID307	1928171	5607803	1
FID308	1928976	5607140	1
FID309	1928722	5607879	1
FID310	1929159	5607135	1
FID311	1929068	5607137	1
FID312	1927703	5607450	1
FID313	1926519	5610962	1
FID314	1927157	5610852	1
FID315	1929256	5610611	1
FID316	1927485	5609470	1
FID317	1927554	5611940	1
FID318	1927363	5611670	1
FID319	1928954	5609612	1
FID320	1927772	5609920	1
FID321	1927869	5610100	1
FID322	1929337	5610242	1
FID323	1929790	5610047	1
FID324	1928440	5610908	1
FID325	1930338	5606736	1
FID326	1929647	5608220	1
FID327	1929896	5607297	1
FID328	1929579	5609045	1
FID329	1930450	5607465	1
FID330	1930460	5607831	1
FID331	1930577	5608743	1
FID332	1934017	5607366	1
FID333	1934111	5607454	1
FID334	1935209	5607424	1
FID335	1922965	5611518	1
FID340	1917135	5605235	1
FID341	1917741	5604896	1
FID342	1915066	5605622	1
FID343	1915067	5605620	1
FID349	1919723	5606579	1
FID357	1921143	5604171	1
FID363	1923264	5603020	1
FID366	1925647	5603781	1
FID367	1924840	5603314	1
FID368	1925362	5603018	1
FID377	1923148	5598181	1
FID381	1925604	5600404	1
FID382	1925910	5599874	1
FID383	1920021	5602089	1
FID386	1927267	5597489	1
FID388	1926166	5597421	1
FID392	1936414	5602729	1
FID393	1936384	5602600	1
FID394	1936770	5602010	1
FID395	1936871	5601730	1
FID396	1934345	5602947	1
FID397	1934532	5602905	1
FID398	1934218	5602829	1
FID402	1929549	5601214	1
FID406	1930425	5600538	1
FID408	1934178	5604062	1
FID409	1934615	5603949	1
FID412	1935638	5604263	1
FID413	1935652	5604284	1
FID414	1935135	5603000	1
FID415	1935140	5603282	1
FID417	1935319	5603401	1
FID421	1935771	5605764	1
FID422	1936736	5604705	1
FID427	1936623	5608760	1
FID433	1935788	5615599	1
FID436	1935337	5616913	1
FID440	1933706	5615830	1
FID441	1934336	5615065	1
FID442	1928297	5614153	1
FID443	1930379	5615468	1
FID444	1930025	5615727	1
FID450	1934277	5619882	1
FID451	1936477	5620376	1
FID452	1934114	5618836	1
FID453	1933407	5618636	1
FID454	1936203	5618329	1
FID455	1935626	5618599	1
FID458	1927661	5611357	1
FID461	1929982	5611759	1
B1003	1921893.559	5604379.432	1
B222	1936827.104	5615560.793	1
B3737	1924484.225	5606576.196	1
B10371	1922468.482	5609566.232	1
B10496	1935135.169	5603000.002	1
