         1       272       345        9.925029    0.0014333485        9.425029
         1       272       346        9.758835    0.0014333485        9.258835
         1       272       347        9.519621    0.0014333485        9.019621
         1       272       348         9.27986    0.0014333485         8.77986
         1       272       349         9.02913    0.0014333485         8.52913
         1       272       350        8.787883    0.0014333485        8.287883
         1       272       351        8.544702    0.0014333485        8.044702
         1       272       352        8.306812    0.0014333485        7.806812
         1       272       353        8.015397    0.0014333485        7.515397
         1       273       345       10.051588    0.0014333485        9.551588
         1       274       345       10.315789    0.0014333485        9.815789
         1       275       345       10.456193    0.0014333485        9.956193
         1       280       352        8.662827    0.0014333485        8.162827
         1       281       352        8.855146    0.0014333485        8.355146
         1       282       352        9.130647    0.0014333485        8.630647
         1       283       352        9.360336    0.0014333485        8.860336
         1       283       353        9.532469    0.0014333485        9.032469
         1       283       354        9.859527    0.0014333485        9.359527
         1       283       355       10.127529    0.0014333485        9.627529
         1       283       356       10.302202    0.0014333485        9.802202
         1       284       356       10.451878    0.0014333485        9.951878
         1       284       357       10.593618    0.0014333485       10.093618
         1       277       353        8.571297    0.0014333485        8.071297
         1       277       354          8.8793    0.0014333485          8.3793
         1       278       354         9.05384    0.0014333485         8.55384
         1       278       355         9.29957    0.0014333485         8.79957
         1       278       356        9.504531    0.0014333485        9.004531
         1       279       356        9.678077    0.0014333485        9.178077
         1       279       357        9.955221    0.0014333485        9.455221
         1       280       357       10.128767    0.0014333485        9.628767
         1       280       358       10.340846    0.0014333485        9.840846
         1       280       359       10.514392    0.0014333485       10.014392
         1       270       360        7.773805    0.0014333485        7.273805
         1       271       360        7.944097    0.0014333485        7.444097
         1       272       360        8.322098    0.0014333485        7.822098
         1       273       360        8.627234    0.0014333485        8.127234
         1       273       361        8.804571    0.0014333485        8.304571
         1       274       361        9.082401    0.0014333485        8.582401
         1       275       361        9.357619    0.0014333485        8.857619
         1       276       361        9.686282    0.0014333485        9.186282
         1       276       362        9.859739    0.0014333485        9.359739
         1       277       362       10.023229    0.0014333485        9.523229
         1       250       352        5.961851           0.001        5.461851
         1       251       352        6.181856           0.001        5.681856
         1       252       352        6.331959           0.001        5.831959
         1       252       353        6.439306           0.001        5.939306
         1       253       353        6.648174           0.001        6.148174
         1       254       353        6.889291           0.001        6.389291
         1       254       354        6.992861           0.001        6.492861
         1       255       354        7.130309           0.001        6.630309
         1       256       354        7.316388           0.001        6.816388
         1       257       354        7.537422           0.001        7.037422
         1       257       355        7.653166           0.001        7.153166
         1       258       355        7.804445           0.001        7.304445
         1       259       355        8.033173           0.001        7.533173
         1       260       355        8.190415           0.001        7.690415
         1       260       356        8.295129           0.001        7.795129
         1       261       356        8.490229           0.001        7.990229
         1       262       356        8.735623           0.001        8.235623
         1       263       356        8.855321           0.001        8.355321
         1       263       357        8.968214           0.001        8.468214
         1       264       357         9.08108           0.001         8.58108
         1       232       290       13.035142           0.001       12.535142
         1       232       291       12.999379           0.001       12.499379
         1       233       291       12.784017           0.001       12.284017
         1       234       291        12.52606           0.001        12.02606
         1       234       292       12.346461           0.001       11.846461
         1       235       292       12.065624           0.001       11.565624
         1       236       292       11.873142           0.001       11.373142
         1       236       293       11.693543           0.001       11.193543
         1       237       293       11.399822           0.001       10.899822
         1       237       294       11.236408           0.001       10.736408
         1       228       367        5.300548    0.0039599366        4.800548
         1       228       368        5.253215    0.0039599366        4.753215
         1       228       369         5.20966    0.0039599366         4.70966
         1       228       370        5.159447    0.0039599366        4.659447
         1       228       371        5.132979    0.0039599366        4.632979
         1       229       371        5.106578    0.0039599366        4.606578
         1       229       372        5.070602    0.0039599366        4.570602
         1       230       372        5.035553    0.0039599366        4.535553
         1       230       373        5.001324    0.0039599366        4.501324
         1       231       373         4.97213    0.0039599366         4.47213
         1       231       374        4.939432    0.0039599366        4.439432
         1       232       374        4.916133    0.0039599366        4.416133
         1       232       375        4.871919    0.0039599366        4.371919
         1       232       376        4.823263    0.0039599366        4.323263
         1       232       377        4.780889    0.0039599366        4.280889
         1       232       378        4.745402    0.0039599366        4.245402
         1       233       378        4.712016    0.0039599366        4.212016
         1       233       379        4.682093    0.0039599366        4.182093
         1       234       379         4.64926    0.0039599366         4.14926
         1       235       379        4.617288    0.0039599366        4.117288
         1       235       380        4.589231    0.0039599366        4.089231
         1       236       380        4.544113    0.0039599366        4.044113
         1       236       381        4.520167    0.0039599366        4.020167
         1       249       279       12.589836           0.001       12.089836
         1       250       279       12.845499           0.001       12.345499
         1       250       280       13.064244           0.001       12.564244
         1       251       280        13.35326           0.001        12.85326
         1       251       281       13.561322           0.001       13.061322
         1       252       281       13.876869           0.001       13.376869
         1       252       282       14.057156           0.001       13.557156
         1       253       282       14.321588           0.001       13.821588
         1       254       282       14.538078           0.001       14.038078
         1       245       316       10.219427           0.001        9.719427
         1       245       317       10.105371           0.001        9.605371
         1       245       318       10.003419           0.001        9.503419
         1       245       319        9.864213           0.001        9.364213
         1       246       319        9.780872           0.001        9.280872
         1       246       320        9.612435           0.001        9.112435
         1       246       321          9.4696           0.001          8.9696
         1       246       322        9.279576           0.001        8.779576
         1       246       323        9.196497           0.001        8.696497
         1       247       323        9.113215           0.001        8.613215
         1       247       324        8.970389           0.001        8.470389
         1       247       325        8.817722           0.001        8.317722
         1       247       326        8.628627           0.001        8.128627
         1       247       327        8.480893           0.001        7.980893
         1       247       328        8.230277           0.001        7.730277
         1       247       329        8.075013           0.001        7.575013
         1       248       329        7.960186           0.001        7.460186
         1       248       330        7.873134           0.001        7.373134
         1       249       330        7.726751           0.001        7.226751
         1       250       330        7.613439           0.001        7.113439
         1       250       331        7.513182           0.001        7.013182
         1       207       331       11.566162    0.0012381789       11.066162
         1       207       332       11.496852    0.0012381789       10.996852
         1       208       332        11.33042    0.0012381789        10.83042
         1       208       333       11.013016    0.0012381789       10.513016
         1       208       334       10.894244    0.0012381789       10.394244
         1       209       334       10.768132    0.0012381789       10.268132
         1       209       335       10.462091    0.0012381789        9.962091
         1       209       336       10.164752    0.0012381789        9.664752
         1       209       337        9.939428    0.0012381789        9.439428
         1       210       337        9.797939    0.0012381789        9.297939
         1       210       338        9.542227    0.0012381789        9.042227
         1       210       339        9.274546    0.0012381789        8.774546
         1       210       340        9.012484    0.0012381789        8.512484
         1       210       341        8.693889    0.0012381789        8.193889
         1       211       342        8.419369    0.0012381789        7.919369
         1       195       342       11.337272    0.0012381789       10.837272
         1       196       342       11.213226    0.0012381789       10.713226
         1       197       341       10.925705    0.0012381789       10.425705
         1       197       342       11.049751    0.0012381789       10.549751
         1       198       341       10.679195    0.0012381789       10.179195
         1       199       341       10.551479    0.0012381789       10.051479
         1       199       342       10.236587    0.0012381789        9.736587
         1       200       342       10.114932    0.0012381789        9.614932
         1       201       342        9.957239    0.0012381789        9.457239
         1       202       342        9.782096    0.0012381789        9.282096
         1       203       342        9.623395    0.0012381789        9.123395
         1       204       342        9.479633    0.0012381789        8.979633
         1       205       342         9.32222    0.0012381789         8.82222
         1       205       343         9.22015    0.0012381789         8.72015
         1       206       343        9.113598    0.0012381789        8.613598
